
code	|	name	|	preferred name	|	lineage
1	|	NOCARDIA TENERIFENSIS NBRC 101015	|	Nocardia tenerifensis NBRC 101015	|	1206736 228006 1817 85025 85007 1760 201174 1783272 2 131567 
1	|	NOCARDIA UNIFORMIS	|	Nocardia uniformis	|	53432 1817 85025 85007 1760 201174 1783272 2 131567 
1	|	NOCARDIOIDES AROMATICIVORANS	|	Nocardioides aromaticivorans	|	200618 1839 85015 85009 1760 201174 1783272 2 131567 
1	|	NOCARDIOIDES SP.	|	Nocardioides sp.	|	35761 2615069 1839 85015 85009 1760 201174 1783272 2 131567 
1	|	NOCARDIOIDES SP. PD653	|	Nocardioides sp. PD653	|	393303 2615069 1839 85015 85009 1760 201174 1783272 2 131567 
1	|	NOCARDIOPSIS ALBA	|	Nocardiopsis alba	|	53437 2013 83676 85012 1760 201174 1783272 2 131567 
1	|	NOCARDIOPSIS HALOPHILA	|	Nocardiopsis halophila	|	141692 2013 83676 85012 1760 201174 1783272 2 131567 
1	|	NOCARDIOPSIS SP.	|	Nocardiopsis sp.	|	310350 2649073 2013 83676 85012 1760 201174 1783272 2 131567 
1	|	NODAMURA VIRUS	|	Nodamura virus	|	12288 143920 12283 2732546 2732464 2732406 2732396 2559587 10239 
1	|	NODULARIA SPUMIGENA	|	Nodularia spumigena	|	70799 159191 1892259 1161 1117 1798711 1783272 2 131567 
1	|	NOMASCUS LEUCOGENYS	|	Nomascus leucogenys	|	61853 325165 9577 314295 9526 314293 376913 9443 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	NON-HUMAN PRIMATE ADENO-ASSOCIATED VIRUS	|	Non-human primate Adeno-associated virus	|	226582 341670 10803 40119 10780 2732534 2732422 2732415 2732092 2731342 10239 
1	|	NONLABENS DOKDONENSIS DSW-6	|	Nonlabens dokdonensis DSW-6	|	592029 328515 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	NONLABENS DOKDONENSIS	|	Nonlabens dokdonensis	|	328515 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	NONLABENS MARINUS	|	Nonlabens marinus	|	930802 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	NONLABENS MARINUS S1-08	|	Nonlabens marinus S1-08	|	1454201 930802 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	NONLABENS ULVANIVORANS	|	Nonlabens ulvanivorans	|	906888 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	NONOMURAEA	|	Nonomuraea	|	83681 2004 85012 1760 201174 1783272 2 131567 
1	|	NONOMURAEA RECTICATENA	|	Nonomuraea recticatena	|	46178 83681 2004 85012 1760 201174 1783272 2 131567 
1	|	NONOMURAEA SP. ATCC 39727	|	Nonomuraea gerenzanensis	|	93944 83681 2004 85012 1760 201174 1783272 2 131567 
1	|	NORA VIRUS	|	Nora virus	|	363716 35278 439490 2585030 2559587 10239 
1	|	NOROVIRUS	|	Norovirus	|	142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS 13-BH-1/2013/GII.17	|	Norovirus 13-BH-1/2013/GII.17	|	1508693 552592 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS BO/GIII/B309/2003/BEL	|	Norovirus Bo/GIII/B309/2003/BEL	|	571217 340017 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS CAT/GIV.2/CU081210E/USA/2010	|	Norovirus cat/GIV.2/CU081210E/USA/2010	|	1160949 1160948 262897 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS GII	|	Norovirus GII	|	122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS GII.10	|	Norovirus GII.10	|	747305 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS GII.17	|	Norovirus GII.17	|	552592 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS GII.4	|	Norovirus GII.4	|	489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS GII/HU/JP/2002/GII.P16_GII.17/SAITAMA/T87	|	Norovirus GII/Hu/JP/2002/GII.P16_GII.17/Saitama/T87	|	1529916 490043 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/1968/US	|	Norovirus Hu/1968/US	|	524364 150080 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GI.7/TCH-060/USA/2003	|	Norovirus Hu/GI.7/TCH-060/USA/2003	|	1097017 647521 122928 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.13/10N4598/2010/NP	|	Norovirus Hu/GII.13/10N4598/2010/NP	|	1313163 647471 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.17/C142/GF/1978	|	Norovirus Hu/GII.17/C142/GF/1978	|	1204239 552592 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.1/7EK/HAWAII/1971/USA	|	Norovirus Hu/GII.1/7EK/Hawaii/1971/USA	|	1208060 499191 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.2/KL109/1978/MYS	|	Norovirus Hu/GII.2/KL109/1978/MYS	|	1260940 490039 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.4/2004/NL	|	Norovirus Hu/GII.4/2004/NL	|	311380 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.4/CHDC2094/1974/US	|	Norovirus Hu/GII.4/CHDC2094/1974/US	|	660656 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.4/FARMINGTON HILLS/2004/USA	|	Norovirus Hu/GII.4/Farmington Hills/2004/USA	|	1182143 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII-4/KUMAMOTO5/2006/JP	|	Norovirus Hu/GII-4/Kumamoto5/2006/JP	|	546987 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.4/MINERVA/2006/USA	|	Norovirus Hu/GII.4/Minerva/2006/USA	|	1182144 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII-4/SAGA1/2006/JP	|	Norovirus Hu/GII-4/Saga1/2006/JP	|	546980 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII-4/SAGA4/2006/JP	|	Norovirus Hu/GII-4/Saga4/2006/JP	|	546981 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII.4/SYDNEY/NSW0514/2012/AU	|	Norovirus Hu/GII.4/Sydney/NSW0514/2012/AU	|	1241973 489821 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS HU/GII/JP/2015/GII.P17_GII.17/KAWASAKI308	|	Norovirus Hu/GII/JP/2015/GII.P17_GII.17/Kawasaki308	|	1634342 552592 122929 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS ISOLATES	|	Norovirus isolates	|	150080 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOROVIRUS NLV/IF1998/2003/IRAQ	|	Norovirus NLV/IF1998/2003/Iraq	|	286545 150080 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NORWALK-LIKE VIRUS	|	Norwalk-like virus	|	95340 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NORWALK-LIKE VIRUS SW/NLV/VA34/1998/NL	|	Norwalk-like virus Sw/NLV/VA34/1998/NL	|	186636 150080 11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NORWALK VIRUS	|	Norwalk virus	|	11983 142786 11974 464095 2732506 2732408 2732396 2559587 10239 
1	|	NOSTOC	|	Nostoc	|	1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC ELLIPSOSPORUM	|	Nostoc ellipsosporum	|	45916 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC PUNCTIFORME	|	Nostoc punctiforme	|	272131 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC PUNCTIFORME NIES-2108	|	Nostoc punctiforme NIES-2108	|	1356359 272131 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC PUNCTIFORME PCC 73102	|	Nostoc punctiforme PCC 73102	|	63737 272131 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC SP.	|	Nostoc sp.	|	1180 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC SP. KVJ10	|	Nostoc sp. KVJ10	|	457941 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
3	|	NOSTOC SP. PCC	|	 	|	 
1	|	NOSTOC SP. PCC7119	|	Nostoc sp. PCC 7119	|	1168 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC SP. PCC 7119	|	Nostoc sp. PCC 7119	|	1168 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
2	|	NOSTOC SP. PCC 7120	|	Nostoc sp. PCC 7120 = FACHB-418	|	103690 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOSTOC SP. PCC 7120 = FACHB-418	|	Nostoc sp. PCC 7120 = FACHB-418	|	103690 2593658 1177 1162 1161 1117 1798711 1783272 2 131567 
1	|	NOTECHIS SCUTATUS SCUTATUS	|	Notechis scutatus scutatus	|	70142 8663 8661 42167 8602 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	NOTOPHTHALMUS VIRIDESCENS	|	Notophthalmus viridescens	|	8316 8315 1331674 8314 30367 8293 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	NOTOTHENIA CORIICEPS	|	Notothenia coriiceps	|	8208 8207 8206 8205 8111 1489922 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	NOVOSPHINGOBIUM AROMATICIVORANS	|	Novosphingobium aromaticivorans	|	48935 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM AROMATICIVORANS DSM 12444	|	Novosphingobium aromaticivorans DSM 12444	|	279238 48935 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM BARCHAIMII LL02	|	Novosphingobium barchaimii LL02	|	1114963 1420591 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM CAPSULATUM	|	Novosphingobium capsulatum	|	13688 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM PENTAROMATIVORANS US6-1	|	Novosphingobium pentaromativorans US6-1	|	1088721 205844 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM SP. PP1Y	|	Novosphingobium sp. PP1Y	|	702113 2644732 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM SP.	|	Novosphingobium sp.	|	1874826 2644732 165696 41297 204457 28211 1224 2 131567 
1	|	NOVOSPHINGOBIUM SUBTERRANEUM	|	Novosphingobium subterraneum	|	48936 165696 41297 204457 28211 1224 2 131567 
1	|	NUDAURELIA CAPENSIS OMEGA VIRUS	|	Nudaurelia capensis omega virus	|	12541 85651 1283207 2732543 2732461 2732406 2732396 2559587 10239 
1	|	NUMIDA MELEAGRIS	|	Numida meleagris	|	8996 8995 8990 8976 1549675 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OBELIA LONGISSIMA	|	Obelia longissima	|	32570 32569 2750047 2750049 500008 37516 6074 6073 6072 33208 33154 2759 131567 
1	|	OCEANICOLA GRANULOSUS	|	Oceanicola granulosus	|	252302 252301 31989 204455 28211 1224 2 131567 
1	|	OCEANIMONAS DOUDOROFFII	|	Oceanimonas doudoroffii	|	84158 129577 84642 135624 1236 1224 2 131567 
1	|	OCEANOBACILLUS IHEYENSIS	|	Oceanobacillus iheyensis	|	182710 182709 186817 1385 91061 1239 1783272 2 131567 
1	|	OCEANOBACILLUS IHEYENSIS HTE831	|	Oceanobacillus iheyensis HTE831	|	221109 182710 182709 186817 1385 91061 1239 1783272 2 131567 
1	|	OCEANOBACTER KRIEGII	|	Oceanobacter kriegii	|	64972 196079 135620 135619 1236 1224 2 131567 
1	|	OCHOTONA PRINCEPS	|	Ochotona princeps	|	9978 9977 9976 9975 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OCHROBACTRUM	|	Ochrobactrum	|	528 118882 356 28211 1224 2 131567 
1	|	OCHROBACTRUM ANTHROPI	|	Ochrobactrum anthropi	|	529 528 118882 356 28211 1224 2 131567 
1	|	OCHROBACTRUM SP.	|	Ochrobactrum sp.	|	42190 239106 528 118882 356 28211 1224 2 131567 
1	|	OCHROBACTRUM SP. CTN-11	|	Ochrobactrum sp. CTN-11	|	589024 239106 528 118882 356 28211 1224 2 131567 
1	|	OCHROMONAS DANICA	|	Ochromonas danica	|	2986 2985 98651 96792 2825 2696291 33634 2698737 2759 131567 
1	|	OCIMUM BASILICUM	|	Ocimum basilicum	|	39350 39173 216719 216706 4136 4143 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	OCTOPUS DOFLEINI	|	Enteroctopus dofleini	|	267067 267066 6647 6646 6638 215451 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	OCTOPUS VULGARIS	|	Octopus vulgaris	|	6645 6643 6647 6646 6638 215451 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	ODOCOILEUS HEMIONUS	|	Odocoileus hemionus	|	9872 9871 9881 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ODOCOILEUS VIRGINIANUS	|	Odocoileus virginianus	|	9874 9871 9881 9850 35500 9845 91561 314145 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ODORRANA GRAHAMI	|	Odorrana grahami	|	167935 121155 8397 30352 8416 8342 41666 8292 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OENOCOCCUS OENI	|	Oenococcus oeni	|	1247 46254 81850 186826 91061 1239 1783272 2 131567 
1	|	OENOCOCCUS OENI PSU-1	|	Oenococcus oeni PSU-1	|	203123 1247 46254 81850 186826 91061 1239 1783272 2 131567 
1	|	OGATAEA ANGUSTA	|	Ogataea angusta	|	870730 461281 1156497 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	OGATAEA PARAPOLYMORPHA DL-1	|	Ogataea parapolymorpha DL-1	|	871575 1005962 461281 1156497 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	OGATAEA POLYMORPHA	|	Ogataea polymorpha	|	460523 461281 1156497 4892 4891 147537 716545 4890 451864 4751 33154 2759 131567 
1	|	OLDENLANDIA AFFINIS	|	Oldenlandia affinis	|	60225 43535 1667295 169663 169617 24966 4055 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	OLEA EUROPAEA	|	Olea europaea	|	4146 4145 426106 4144 4143 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	OLEISPIRA ANTARCTICA	|	Oleispira antarctica	|	188908 188907 135620 135619 1236 1224 2 131567 
1	|	OLEISPIRA ANTARCTICA RB-8	|	Oleispira antarctica RB-8	|	698738 188908 188907 135620 135619 1236 1224 2 131567 
1	|	OLIGOBRACHIA MASHIKOI	|	Oligobrachia mashikoi	|	55676 55675 41324 6362 105391 105389 6341 6340 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	OLIGOTROPHA CARBOXIDOVORANS	|	Oligotropha carboxidovorans	|	40137 40136 41294 356 28211 1224 2 131567 
1	|	OLINDIAS	|	Olindias	|	264043 128125 128122 37521 6074 6073 6072 33208 33154 2759 131567 
2	|	OMMASTREPHES SLOANI	|	Nototodarus sloanii	|	215440 6630 6626 34542 551290 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	OMMASTREPHES SLOANI PACIFICUS	|	Todarodes pacificus	|	6637 6636 6626 34542 551290 215450 6606 6605 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	OMONO RIVER VIRUS	|	Omono River virus	|	753758 39780 35325 2559587 10239 
1	|	OMPHALOTUS OLEARIUS	|	Omphalotus olearius	|	72120 71962 72117 5338 452333 155619 5302 5204 451864 4751 33154 2759 131567 
1	|	OMSK HEMORRHAGIC FEVER VIRUS	|	Omsk hemorrhagic fever virus	|	12542 11051 11050 2732545 2732462 2732406 2732396 2559587 10239 
1	|	ONCHOCERCA VOLVULUS	|	Onchocerca volvulus	|	6282 6281 6296 6295 2072716 6274 6236 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	ONCOMELANIA HUPENSIS	|	Oncomelania hupensis	|	56141 56140 56139 1345656 216294 69555 6448 6447 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	ONCORHYNCHUS GORBUSCHA	|	Oncorhynchus gorbuscha	|	8017 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ONCORHYNCHUS KETA	|	Oncorhynchus keta	|	8018 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ONCORHYNCHUS MYKISS	|	Oncorhynchus mykiss	|	8022 8016 504568 8015 8006 41705 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ONION YELLOWS PHYTOPLASMA OY-W	|	Onion yellows phytoplasma OY-W	|	428984 100379 85620 33926 2146 186329 31969 544448 1783272 2 131567 
1	|	OPEROPHTERA BRUMATA CYPOVIRUS 18	|	Operophtera brumata cypovirus 18	|	352244 205909 10981 689831 10880 2732541 2732459 2732405 2732396 2559587 10239 
1	|	OPEROPHTERA BRUMATA CYPOVIRUS 19	|	Operophtera brumata cypovirus 19	|	352246 205909 10981 689831 10880 2732541 2732459 2732405 2732396 2559587 10239 
1	|	OPHIOPHAGUS HANNAH	|	Ophiophagus hannah	|	8665 8664 42168 8602 34989 8570 1329911 1329912 1329950 1329961 8509 8504 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OPHIORRHIZA PUMILA	|	Ophiorrhiza pumila	|	157934 35912 169656 169617 24966 4055 91888 71274 1437201 91827 71240 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	OPHIOSTOMA NOVO-ULMI	|	Ophiostoma novo-ulmi	|	42373 5159 5152 5151 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	OPHIOSTOMA PICEAE	|	Ophiostoma piceae	|	61273 5159 5152 5151 222544 147550 715989 716546 147538 716545 4890 451864 4751 33154 2759 131567 
1	|	OPISTHACANTHUS MADAGASCARIENSIS	|	Opisthacanthus madagascariensis	|	167108 167107 167106 42472 70338 259439 6855 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	OPISTHOCOMUS HOAZIN	|	Opisthocomus hoazin	|	30419 30418 30417 30416 8825 8782 436492 436491 436489 436486 8492 1329799 32561 8457 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OPISTHORCHIS VIVERRINI	|	Opisthorchis viverrini	|	6198 6197 6196 6194 6193 6179 6178 6157 1206795 2697495 33317 33213 6072 33208 33154 2759 131567 
1	|	OPISTOPHTHALMUS CARINATUS	|	Opistophthalmus carinatus	|	190115 190114 259447 6888 70338 259439 6855 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	OPITUTUS TERRAE	|	Opitutus terrae	|	107709 178440 134623 415000 414999 74201 1783257 2 131567 
1	|	OPITUTUS TERRAE PB90-1	|	Opitutus terrae PB90-1	|	452637 107709 178440 134623 415000 414999 74201 1783257 2 131567 
1	|	OPLOPHORUS GRACILIROSTRIS	|	Oplophorus gracilirostris	|	727944 100892 100891 115573 6694 6692 6683 6682 72041 6681 2172821 6657 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	OPSANUS TAU	|	Opsanus tau	|	8068 8067 45381 8065 8064 1489874 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ORANGE-SPOTTED GROUPER NERVOUS NECROSIS VIRUS	|	Orange-spotted grouper nervous necrosis virus	|	421750 43763 143919 12283 2732546 2732464 2732406 2732396 2559587 10239 
1	|	ORECTOLOBUS MACULATUS	|	Orectolobus maculatus	|	168098 168097 168096 30503 119195 119197 119203 7778 7777 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OREOCHROMIS MOSSAMBICUS	|	Oreochromis mossambicus	|	8127 8139 1315725 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OREOCHROMIS NILOTICUS	|	Oreochromis niloticus	|	8128 8139 1315725 318546 319095 8113 1489911 1489910 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	ORF VIRUS	|	Orf virus	|	10258 10257 10241 10240 2732527 2732525 2732007 2732005 2732004 10239 
1	|	ORGANIC LAKE PHYCODNAVIRUS	|	Organic Lake phycodnavirus	|	938083 181087 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	ORGYIA PSEUDOTSUGATA CYPOVIRUS 5	|	Orgyia pseudotsugata cypovirus 5	|	31592 205899 10981 689831 10880 2732541 2732459 2732405 2732396 2559587 10239 
1	|	ORIENTIA TSUTSUGAMUSHI	|	Orientia tsutsugamushi	|	784 69474 33988 775 766 28211 1224 2 131567 
1	|	ORNITHOCTONUS HAINANA	|	Haplopelma hainanum	|	209901 1046906 6895 6894 6893 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
2	|	ORNITHOCTONUS HUWENA	|	Haplopelma schmidti	|	29017 1046906 6895 6894 6893 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	ORNITHODOROS MOUBATA	|	Ornithodoros moubata	|	6938 6937 6936 297308 6935 6934 6933 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	ORNITHORHYNCHUS ANATINUS	|	Ornithorhynchus anatinus	|	9258 9257 9256 9255 9254 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OROPOUCHE VIRUS	|	Oropouche virus	|	118655 1933309 11572 1980416 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	ORPINOMYCES SP. Y102	|	Orpinomyces sp. Y102	|	884017 2642122 37163 29007 29006 451455 2683659 4761 112252 4751 33154 2759 131567 
1	|	ORSAY NODAVIRUS	|	Orsay virus	|	977912 222556 12283 2732546 2732464 2732406 2732396 2559587 10239 
1	|	ORSAY VIRUS	|	Orsay virus	|	977912 222556 12283 2732546 2732464 2732406 2732396 2559587 10239 
1	|	ORTHOCHIRUS SCROBICULOSUS	|	Orthochirus scrobiculosus	|	6892 6891 6856 70336 259437 6855 6854 6843 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	ORYCTES RHINOCEROS	|	Oryctes rhinoceros	|	72550 72549 50519 7055 75546 41086 41084 7041 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	ORYCTOLAGUS CUNICULUS	|	Oryctolagus cuniculus	|	9986 9984 9979 9975 314147 314146 1437010 9347 32525 40674 32524 32523 1338369 8287 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
3	|	ORYCTOLAGUS CUNICULUS, HOMO SAPIENS	|	 	|	 
1	|	ORYZA GLUMIPATULA	|	Oryza glumipatula	|	40148 4527 1648021 147380 147367 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	ORYZA SATIVA	|	Oryza sativa	|	4530 4527 1648021 147380 147367 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	ORYZA SATIVA INDICA GROUP	|	Oryza sativa Indica Group	|	39946 4530 4527 1648021 147380 147367 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	ORYZA SATIVA JAPONICA GROUP	|	Oryza sativa Japonica Group	|	39947 4530 4527 1648021 147380 147367 359160 4479 38820 4734 1437197 4447 1437183 3398 58024 78536 58023 3193 131221 35493 33090 2759 131567 
1	|	ORYZIAS LATIPES	|	Oryzias latipes	|	8090 8089 8088 47757 28781 76071 1489913 1489908 1489872 123369 123368 123367 123366 123365 1489388 186625 1489341 32443 41665 186623 7898 117571 117570 7776 7742 89593 7711 33511 33213 6072 33208 33154 2759 131567 
1	|	OSCARELLA PEARSEI	|	Oscarella pearsei	|	1940113 121493 2599947 81000 80999 6040 33208 33154 2759 131567 
1	|	OSCILLATORIA ACUMINATA PCC 6304	|	Oscillatoria acuminata PCC 6304	|	56110 118323 1158 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1	|	OSCILLATORIA SP.	|	Oscillatoria sp.	|	1159 2626850 1158 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1	|	OSTERTAGIA OSTERTAGI	|	Ostertagia ostertagi	|	6317 6316 126387 6314 6308 119089 6231 1206794 33317 33213 6072 33208 33154 2759 131567 
1	|	OSTREOCOCCUS TAURI	|	Ostreococcus tauri	|	70448 70447 1525212 13792 1035538 3041 33090 2759 131567 
1	|	OSTREOCOCCUS TAURI VIRUS 2	|	Ostreococcus tauri virus 2	|	696472 880158 181084 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	OSTRINIA FURNACALIS	|	Ostrinia furnacalis	|	93504 29056 40080 268499 37573 104431 37567 41197 41196 41191 7088 85604 33392 33340 7496 85512 50557 6960 197562 197563 6656 88770 1206794 33317 33213 6072 33208 33154 2759 131567 
